user_name,rating,review_text,date,label,sentiment,teks_preprocessing
Bela Linata,1,"gojek harus evaluasi mitranya lagi nih. nyari driver hujan² susah bgt. padahal ordernya gocar, bukan goride. tp susah bgt dapetnya. kalo ttg aplikasinya sih, oke oke aja lah.",2024-11-13 14:03:22,0,NEGATIF,gojek evaluasi mitra nih cari driver hujan susah bgt order gocar goride susah banget dapetnya aplikasi sih oke oke
Dinda Zulfania,1,"Susah banget sekarang kalo pesen goride dapet drivernya, sekalinya dapet lokasi driver jauh dr lokasi pickup(jemput customer)",2024-11-13 07:55:09,0,NEGATIF,susah banget pesan goride drivernya sekali lokasi driver lokasi pickupjemput customer
Tv Renyek,1,"pake apk ini dari thn 2018an, tp pas daftar paylater gagal terus hingga sekarang, emang sih jarang goride & gocar, tapi sring gofood, dan udah berlangganan plus juga /6bulan walau dari tokped",2024-11-12 07:27:26,1,POSITIF,pakai apk an pas daftar paylater gagal sih jarang goride gocar sring gofood langgan plus tokped
Rafi Herdiansyah,1,"Setiap pesen gocar atau goride,susah nyangkut nya, apalagi kalau udh mesen gocar pas hujan, susah bgt nyangkut nya, meskipun udh dapat drivernya, tapi tiba tiba dibatalin sama drivernya, mohon perbaiki",2024-11-11 17:49:33,0,NEGATIF,pesan gocar goride susah nyangkut nya mesen gocar pas hujan susah banget nyangkut nya drivernya dibatalin drivernya mohon baik
Alok Hamil,1,Saya kasih bintang 1 karena saya pesan go ride di kasih driver yang jauh padahal ada yang dekat,2024-11-11 16:50:19,0,NEGATIF,kasih bintang pesan go ride kasih driver
Guruh Hali Setyawan,1,Hati2 kalau naik goride gojek ...topi tertinggal nyangkut d helm saja ti tilep sama drivernya ...sangat kecewa seminggu gak ada kejelasan atau sudah kerjasama ...coba kalau barang berharga apa gak bahaya kalau topi saja d curi begini,2024-11-10 10:27:36,0,NEGATIF,hati goride gojek topi tinggal nyangkut helm ti tilep drivernya kecewa minggu jelas kerjasama coba barang harga bahaya topi curi
Awang Aldi,1,"Menurut pendapat saya saat ini Go-Jek hanya cocok buat pesan go ride & go car, tetapi untuk pesan go food lama sekali buat cari drivernya mau itu pakai prioritas, standar, hemat sama aja saya keburu kelaparan kalau gini caranya, mohon solusinya 🙏🏻",2024-11-09 13:41:54,0,NEGATIF,dapat go jek cocok pesan go ride go car pesan go food cari drivernya pakai prioritas standar hemat lanjur lapar mohon solusi
Vian Syauri,5,Harga nya Jadi Mahal... Tapi Banyak Driver Yg Ngeluh Aja... Tetap Semangat Para Driver & Rider GoJek/GoCar,2024-11-09 10:45:07,1,POSITIF,harga nya mahal driver ngeluh aja semangat driver rider gojekgocar
Khafa Shinta,1,"Gojek sekarang makin buruk ! Mencari Driver ny tidak dapat-dapat , Padahl saya tidak membatalkan pesanan dan saya menunggu 15-20 menit dan saya order lagi namun hasilnya sama saja.. tambah banyak bug saya ingin memesan makanan atau Goride",2024-11-08 06:03:20,0,NEGATIF,gojek buruk cari driver ny padahl batal pesan tunggu menit order hasil bug pesan makan goride
M.Adji.P_ TS_C,1,"Gak jelass!!!!, isi gopay terus pesen goride lah malah out² sndiri + saldo gopay udah kesedot, anjingg emang",2024-11-07 19:52:03,0,NEGATIF,jelass isi gopay pesan goride out saldo gopay sedot anjingg
Dita Putri,3,"apaan, langganan gojek plus malah jadi mahal tarifnya, sana aja kaya ga pake promo, malah rugi. yang belum langganan gausa langganan aja, vc banyak di gosend saya kan butuhnya goride malah vc dikit banget!",2024-11-07 11:13:19,0,NEGATIF,langgan gojek plus mahal tarif kaya pakai promo rugi langgan gausa langgan aja vc gosend butuh goride vc dikit banget
Suhaidi Marsha,5,"Go ride oke , gocar nya kurang",2024-11-06 07:38:50,0,NEGATIF,go ride oke gocar nya
Nemu Hp,1,"Gofood 5000, gofood ops 5000, goride slot...gosend slot bandung, semua dibikin slot, goride nego tau muncul apa udah ganti slot...aplikator ingin untung banyak dgn potongan dan biaya jasa aplikasi... algoritma di bikin gacor dgn Aceng dan slot yg reguler dibikin anyeb...",2024-11-05 21:40:54,1,POSITIF,gofood gofood ops goride slot gosend slot bandung bikin slot goride nego muncul ganti slot aplikator untung potong biaya jasa aplikasi algoritma bikin gacor aceng slot reguler bikin anyeb
Nahel Ganteng,1,"ajg susah bgt dapet goride nya babi anjgg, pdhal rute deket, cuaca bagus baaabbbyiik",2024-11-04 17:12:51,1,POSITIF,ajg susah banget goride nya babi anjgg pdhal rute deket cuaca bagus babyiik
Isnani Masania,1,"enak sih goride nya, TAPI kenapa cuman hujan rintik gerimis dikit doang driver nya ga mau ambil orderan gofood, masa ga punya jas ujan sih anjir....orng laper bgt udh nunggu hampir 2 jam sampe 2x mesen dan ngechat ke ig resto nya anjir bgt dah gojek ga jelas, restonya sampe ss ada yg pesen 3 orng ga dapat driver, tolong deh ini driver nya ujan dikit doang pada males, ga usah jadi gojek anjg!!",2024-11-03 19:47:29,0,NEGATIF,enak sih goride nya cuma hujan rintik gerimis dikit driver nya ambil order gofood jas ujan sih anjir orng laper banget tunggu jam mesen ngechat ig resto nya anjing banget gojek restonya ss pesan orng driver deh driver nya ujan dikit males gojek anjg
Annisa Vania Salsabila,1,"1. Kalo hujan, susah cari driver go-ride. Orang mah butuh buat pulang. Gimana sih? 2. Banyak bug jir. Biasanya begitu diantar ada notifikasinya, sekarang harus buka aplikasi dulu baru keluar notifnya.",2024-11-03 15:59:37,0,NEGATIF,hujan susah cari driver go ride orang mah butuh pulang sih bug jir antar notifikasi buka aplikasi notifnya
Rima Febri Ani,1,"Tolonglah untuk promo goride dan gocar ini segera dikembalikan lg hemat pemakaian selama seminggu seperti awal mula pakai apk ini, jangan pas udh dimasukin kode promonya kadang suka ngelag atau ga nanti udh masuk kode promonya pas mau dipakai fitur goride dan gocarnya suka ga dapet potongan harga",2024-11-02 09:55:59,0,NEGATIF,tolong promo goride gocar kembali hemat pakai minggu pakai apk pas dimasukin kode promonya kadang suka ngelag masuk kode promonya pas pakai fitur goride gocarnya suka potong harga
Muhammad Irfan,1,"Gojek pake segala Ikut kampanye Gibran pas pilpress program makan siang gratiss Bakal sepii kau d tinggalin Sama customer kau,,, Customer beralih Ke Grab & Maxim !!! Argo terlalu murah ke dompet gopay mitra driver, yg kau buat seperti sapi perah Nganter jarak 5 kilometer 12000 Bensin motor driver yg beli Pulsa driver sendiri beli Handphone juga driver sendiri yang beli Goride sudah sepii Peminatnya sekarang Orang2 beralih ke kendaraan pribadi.",2024-11-02 07:29:29,0,NEGATIF,gojek pakai kampanye gibran pas pilpress program makan siang gratiss sepi tinggalin customer kau customer alih grab maxim argo murah dompet gopay mitra driver sapi perah nganter jarak kilometer bensin motor driver beli pulsa driver beli handphone driver beli goride sepi minat orang alih kendara pribadi
Lucky Ramdan Ramdan,1,Utk penguna apk gojek Tolong jadilah penumpang yg cerdas. Apabila anda memesan di apk ini Baik go ride'go food'dll. Tanyakan ke driver nya. Anda kena potongan biaya brp di apk'si driver dpt brp?? Dan sisa ke pihak aplikator gojek brp?? Sisa nya brp.. Jgn menyalahkan sepihak ke driver. Tentu si driver melakukan hal tersebut(cancel)ada alasannya.. Ngk mungkin melakukan (cancel) tersebut'klo ngk ada alasan. #jadilah penumpang cerdas #gojek potongan lebih dari 20%(dari anda pengguna apl gojek),2024-12-31 21:26:29,0,NEGATIF,penguna apk gojek tumpang cerdas pesan apk go ridego fooddll driver nya kena potong biaya apksi driver brp sisa aplikator gojek brp sisa nya brp salah driver si driver tersebutcancelada alas ngk batal tersebutklo ngk alas tumpang cerdas potong guna apl gojek
Adhi Bayu,1,"Pas urgent tapi tidak dapat memesan GoRide maupun GoCar, ternyata akun Gojek saya diblokir padahal saya tidak melanggar apapun. Coba ke layanan CS untuk solusi agar dibuka atau dapat digunakan kembali tapi tidak ada balasan, malah BOT chat ditutup. Kalau sudah diblokir apakah tidak dapat digunakan kembali dan harus uninstall aplikasi ? Padahal langganan aplikasi Gojek dari dulu.",2024-12-31 18:10:06,0,NEGATIF,pas urgent pesan goride gocar akun gojek blokir langgar apa coba layan cs solusi buka balas bot chat tutup blokir uninstall aplikasi langgan aplikasi gojek
nadia safitri,2,"ini gojek kenapa ya sekarang, saya pakai akun baru, biasanya suka ada voucher, tapi voucher goride sekarang tidak ada, tapi giliran saya beralih ke gocar, ada 2 voucher tapi pas giliran saya buka voucher, ternyata tidak ada voucher, apakah bug? tolong di perbaiki lahi",2024-12-31 12:46:20,0,NEGATIF,gojek iya pakai akun suka voucher voucher goride gilir alih gocar voucher pas gilir buka voucher voucher bug baik lah
Handini Putri,2,"Mahal, udah gak pernah dapet voucher. Padahal setiap hari pake goride nya.",2024-12-28 22:15:24,0,NEGATIF,mahal voucher pakai goride nya
Ra Radyva,5,"Aman selalu Kenyamanan penumpang selalu diutamakan, dan Alhamdulillah juga member goride dan go car ramah-ramah ☺️",2024-12-28 11:16:25,1,POSITIF,aman nyaman tumpang utama alhamdulillah member goride go car ramah ramah
Anisa meila Wati,1,Gojek bosok !! Bukan masalah nominal.. tp orderan goride pertama ke cancel sendiri sama sistem.. dan saya bayar pakai gopay Tp bisa nggak konsisten !! Emosi saya,2024-12-28 09:54:48,0,NEGATIF,gojek buruk nominal order goride batal sistem bayar pakai gopay konsisten emosi
Saiful,1,"Makin ga jelas ni gojek, goride paket hemat ga ada. Ditambah lagi pesen gofood makin lama dan makin anehhhh Tolong perbaiki!!!!",2024-12-27 14:17:55,0,NEGATIF,gojek goride paket hemat tambah pesan gofood aneh baik
badak kecil,1,"Goride hemat jangan di taro bawah dong,taro paling atas,kalo orang yg gatau ngiranya goride hematnya gaada",2024-12-27 13:37:08,0,NEGATIF,goride hemat letak taro kalo orang ngiranya goride hemat uang
Sosa Pratama,4,kurang promosi go ride nya kalah sama Maxim aja,2024-12-27 13:24:30,0,NEGATIF,promosi go ride nya kalah maxim
Mawartin Tania Sari,1,"Gojek sekarang mahal meskipun pakai voucher, perjalanan 7,7 km biasanya dg harga 9500 pake voucher go ride aja pot. 10rb, sekarang jadi 14500, alhasil beralih ke ojol sebelah",2024-12-26 19:15:21,0,NEGATIF,gojek mahal pakai voucher jalan harga pakai voucher go ride pot rb alhasil alih ojol belah
Yuli Nur Hidayat,5,"Good job, local pride",2024-12-26 18:58:10,1,POSITIF,good job local pride
Shinta Panduri,4,kok aplikasi gocar goride rada membingungkan skrng,2024-12-26 08:39:26,0,NEGATIF,aplikasi gocar goride bingung
Irpan Saepul Anwar,3,Goride hemat ko jadi di bawah min susah nyari jadinya. Mending di keatasin lagi biar gamapang langsung pesan,2024-12-26 05:57:30,0,NEGATIF,goride hemat ko min susah cari keatasin biar gamapang langsung pesan
Atdee Munez,1,"Tolong dibina lagi driver Go Ridenya, jadi driver kok sombong pilih-pilih orderan.",2024-12-24 19:41:08,0,NEGATIF,bina driver go ridenya driver sombong pilih pilih order
Slamet Slamet,1,"Parah..pesen goride skrg mahal jrk ke rmh cm 4 km 18 rbu biasany 10 rbu..skrg g ada lg voucher utk pnumpang, voucher hny brlaku bgi yg memiliki kartu kredit sgla bank...",2024-12-24 18:15:38,0,NEGATIF,parah sen goride mahal jrk rumah cm rbu biasany rbu skrg voucher pnumpang voucher brlaku bgi milik kartu kredit sgla bank
K1ana,5,Tolong di perbaikin goride hemat nya selalu hilang terus²an padahal sebelumnya ada terus pake goride hemat sangat membantu saya karena bukan sekali atau 2 kali saya pakai tapi selalu pulang kerja sangat menghemat ongkos saya jadi tolong perbaiki,2024-12-24 17:50:50,0,NEGATIF,perbaikin goride hemat nya hilang terus an pakai goride hemat bantu kali pakai pulang kerja hemat ongkos baik
Dian Adelia,2,"Udah 3x pesen go ride selalu eror, segelah pesan dan sampai tujuan, lalu pesanan selesai tiba tiba ada driver lain yg tlf sudah sampai tujuan, padahal saya hanya pesan sekali tapi setiap pesan selalu 2orang yang dapat kan kasian, masalahnya 3x berturut turut bgni trs tolong dong yg bener",2024-12-24 12:21:44,0,NEGATIF,pesan go ride eror gah pesan tuju pesan selesai driver tlf tuju pesan pesan orang kasi bgni
wardhani 3rd,1,"Kecewa,,udah bayar buat langganan,,tetep aja ongkos goride hemat nya LEBIH MAHAL dari apk sebelah,,habeuuuuuuuh makin irit drmn!!!",2024-12-24 02:16:39,0,NEGATIF,kecewa udah bayar langgan tetep ongkos goride hemat nya mahal apk belah habeuh irit drmn
Rudy Kurniawan,2,"tolong pencarian drivenya di perbaiki, setiap kali saya memesan goride selalu dapat yang lokasinya jauh sekali",2024-12-23 17:21:44,0,NEGATIF,cari drivenya baik kali pesan goride lokasi
wilujeng ajeng,2,"udah berkali² order go ride go car go food tetap aja lambat .. 1 hari ini full kecewa bgt.. hari ini d kota saya hujan dan saya butuh gocar goride.. itu gadapet pdhl posisi saya bawa bayi.. skrng malemnya pesan gofood juga telat sampe 1 jam an lebih :""",2024-12-22 21:24:09,0,NEGATIF,kali order go ride go car go food lambat full kecewa bgt kota hujan butuh gocar goride gadapet posisi bawa bayi malemnya pesan gofood lambat jam an
purnomo,1,"rating untuk pelanggan itu fungsinya buat apa? hanya karena gk kasih uang tip saya sebagai pelanggan dikasih rating buruk sama rider. imbasnya sekarang kalau pesan gofood susah dapat rider. jadi goodbye gojek, saya sudah gk mau lagi pakai aplikasi ini",2024-12-21 20:59:35,0,NEGATIF,rating langgan fungsi kasih uang tip langgan kasih rating buruk rider imbas pesan gofood susah rider goodbye gojek pakai aplikasi
Febriyanti,1,"payah bgt fitur GoRide nya, cape bgt pake gojek",2024-12-21 07:46:24,0,NEGATIF,payah banget fitur goride nya capek banget pakai gojek
Jefris Okdean,1,"Akhir-akhir ini saya susah banget dapat driver sekalinya dapat rata2 yg pick up jauh2 lokasinya. Setelah saya cari tau ternyata rating Gojek penumpang saya jelek, perasaan saya ga pernah punya masalah sama driver. Mungkin perkara tips doang suka dinilai busuk. Tolong sistim gojek hapus penilaian rating customer karena karena ini driver kalian suka milih-milih kerjaan. Saya kalo pickup gosend bisa nunggu 1 jam, sedangkan pickup goride bisa 40 menit nunggu.",2024-12-21 07:07:00,0,NEGATIF,susah banget driver sekali pick up lokasi cari rating gojek tumpang jelek asa driver perkara tips suka nilai busuk sistim gojek hapus nilai rating customer driver suka milih milih kerja pickup gosend tunggu jam pickup goride menit nunggu
hendri setiawan,1,"Tolol sekali algoritma mapping mu. Kami pengguna dirugikan menunggu lama, dan disuruh cancel. Ga go ride, go car, go food, sama gilanya. UNINSTALL habis ini. Tidak menghargai loyalitas user. Algoritma geblek dipiara.",2024-12-20 18:33:21,0,NEGATIF,tolol algoritma mapping mu guna rugi tunggu suruh cancel go ride go car go food gila uninstall habis harga loyalitas user algoritma geblek piara
Man Cha,5,"Layanan Goride sangat membantu untuk aktifitas sehari"" di saat motor sedang perbaikan di bengkel, masukan nya mgkin cuman kalo cuaca sedang hujan dlm situasi urgent butuh transport, masih sering lama dpt driver nya.",2024-12-18 23:55:10,1,POSITIF,layan goride bantu aktifitas hari motor baik bengkel masuk nya mgkin cuma cuaca hujan situasi urgent butuh transport driver nya
Lucky “GolCy” N2,1,"Mohon pihak gojek khususnya yg ada layanan go ride instant di stasiun Bekasi, utk mendisiplinkan oknum2 rider menyenggol mis. kaca spion mobil yg akan menjemput di depan parkir go ride, saya alami sendiri, ketika di tegur utk hati2, malah teman2 yg lain ikut2an, saya cuma mo ingatkan, bukan hanya gojek yg py komunitas rider, yg lain jg py seperti Lalamove, Delivery, Maxim, Indriver, & Grab ada komunitas jg, jgn sampai ada gesekan saya harap utk pihak gojek menyikapi hal ini dgn bijaksana...",2024-12-18 22:12:37,0,NEGATIF,mohon gojek layan go ride instant stasiun bekas disiplin oknum rider senggol mis kaca spion mobil jemput parkir go ride alami tegur hati teman ikut ingat gojek py komunitas rider py lalamove delivery maxim indriver grab komunitas jg gesek harap gojek sikap bijaksana
zanksr h,1,"tiap order gocar & goride titik mapsnya slalu ga akurat pdhl udh pake lokasi terkini tp tetep aja meleset, trus si driver/rider ngomel"" mulu sebel. pdhl kan yg salah apk nya hdeh..",2024-12-18 18:02:14,0,NEGATIF,order gocar goride titik mapsnya slalu akurat pakai lokasi kini tetep meleset si driverrider ngomel melulu sebel salah apk nya hdeh
Astri Gemilang,2,"Goride oke lah, gofoodnya sampah bgt bakal nyari driver kalo makanan uda jadi. 1 jam lebih nunggu endingnya cancle karena gadapat driver. Keburu laper yg ada php doang.",2024-12-18 11:28:11,0,NEGATIF,goride oke gofoodnya sampah banget cari driver makan jam tunggu endingnya cancle gadapat driver lanjur laper php doang
Elin Nafsiyah,1,"Tolong suspend tu goride atas nama jemiyanus us meo DK4234FCU GK jujur,sudah bayar pake gopay 46rb,minta uang lagi 50rb,Krn hp mati GK bisa cek notifikasi,kecewa Skali dg oknum driver",2024-12-18 09:32:43,0,NEGATIF,suspend tu goride nama jemiyanus us meo dkfcu jujur bayar pakai gopay rb uang rb krn hp mati cek notifikasi kecewa oknum driver
Erman Pratama,1,"Gojek sok² banyak orderan ,buat slot goride padahal goride yg order itu² aja orgnya. Gofood sok2 buat slot kayak banyak aja orderan foodnya ya kali org tiap hari mesen gofood terus 🤣🤣🤣🤣",2024-12-17 15:22:23,0,NEGATIF,gojek sok order slot goride goride order itu orgnya gofood sok slot kayak order foodnya iya kali orang mesen gofood
ecaa,3,"overall oke, tapi kalo mau pesen goride/gofood pas lagi ujan susah jasa ketemu driver. gila kali gua tungguin 5 menitan ga dapet' sampe ujan reda.",2024-12-15 21:55:26,0,NEGATIF,overall oke pesan goridegofood pas ujan susah jasa ketemu driver gila kali tungguin menit ujan reda
Ms. Kim,1,Respon lama.pdhl d liat d jln2 itu bnyk jaket hijau gojek. Tapi pesen gofod jarak 3km sja bisa smpe nunggu 2 jam.pdhl resto tdk trlalu rame. Rugi sdh pilih pengiriman xtra. Pesen go ride jg sma bisa smpe 3-4x pesan. Tolong d bntu utk d tingkatkan pelayanannya y,2024-12-15 21:11:46,0,NEGATIF,respon pdhl lihat jln jaket hijau gojek pesan gofod jarak km sja smpe tunggu jam pdhl resto trlalu rame rugi pilih kirim xtra pesan go ride sma smpe pesan bntu tingkat layan
Andreas Huda wali,5,"Aplikasi sangat membantu, dan mudah di gunakan dan ya aku pernah go ride cuma bayar 4k tau.",2024-12-14 15:05:16,1,POSITIF,aplikasi bantu mudah iya go ride bayar tau
shucy rahma,1,Pesan grabfoodd lama Kebanyakan driver jg double order coba g usah di buat double order kita nunggu lama Sampai jam makan siang telat dari sblm jm makan siang smpai jm habis g datang2 cari goride jg susah,2024-12-14 11:25:46,0,NEGATIF,pesan grabfoodd banyak driver double order coba double order tunggu jam makan siang lambat jm makan siang smpai jm habis cari goride susah
Herlina Tumeang,2,"gofood nya mengecewakan sekali, udah nunggu sampe 2 jam, malah dibatalin dengan alasan gada driver, klw emg ga niat bisnis mending tutup aja aplikasinya, bukan hanya itu aja, pesan goride dll juga selalu drivernya gada, padahal jelas jelas banyak driver disekitar lokasi, makin hari makin ga banget ni aplikasi",2024-12-12 18:23:25,0,NEGATIF,gofood nya kecewa tunggu jam dibatalin alas gada driver niat bisnis tutup aplikasi aja pesan goride drivernya gada driver sekitar lokasi banget aplikasi
Heru Aditya Dermawan,1,"Kalo habis hujan atau pas hujan pesen goride dpt driver nya yg jauh sering pada di cancel atau lama dpt drivernya sekalinya dpt,dpt drivernya yang jauh,beda dr aplikasi sebelah cepet dpt drivernya deket lagi biarpun hujan² ordernya ,,padahal driver gojeg banyak yg didekat malah dapatnya yg jauh.",2024-12-12 10:55:57,0,NEGATIF,habis hujan pas hujan pesan goride driver nya batal drivernya sekali dpt dpt drivernya beda aplikasi belah cepat drivernya biarpun hujan order driver gojeg dekat dapat
franciscus ricky,1,Pelayanan Maxim saya akui lebih Woww dibandingkan go ride . Meskipun hujan gerimis lebih keren dibandingkan aplikasi ini. Maxim super duper recommend.. tutup aja go ride.haaaaaa,2024-12-12 06:03:21,1,POSITIF,layan maxim aku woww banding go ride hujan gerimis keren banding aplikasi maxim super duper recommend tutup go ride ha
lucky rachmat,1,"percuma berlangganan go ride plus tttp aja jdi mahal ,pot makanan cma 10k ,blm biaya penanganan,mksh ah ini yg terkahir brlnganan udh mahal lagi tarif y",2024-12-11 22:46:40,0,NEGATIF,langgan go ride plus tp mahal pot makan cma blm biaya tangan mksh ah terkahir brlnganan mahal tarif
Salsa Regina,1,"sering dibatalin ga jelas goridenya,",2024-12-11 21:53:25,0,NEGATIF,dibatalin goridenya
wardah alwi,3,Pake gosend n go ride/ gojek efisien n aman,2024-12-10 21:07:23,1,POSITIF,pakai gosend go ride gojek efisien aman
Rohedy Adrian,3,"Woi harga goride nya kok nambah"" dari hari ke hari,tempat nya sama aja kok,masa... Gara gara cuaca panas atau hujan jadi naik,kalo hujan ok lah(tapi ga ngotak juga kalo kali 2 njir) Oh...kualitas nya yang bikin nambah? perasaan sama aja deh,mau hemat atau comfort hoki""an aja,liat Maxim iya murah no diskon ga menarik tapi segitu aja terus...:)",2024-12-10 11:14:59,1,POSITIF,woi harga goride nya nambah nya gara gara cuaca panas hujan kalo hujan lahtapi ngotak kali njir kualitas nya bikin nambah asa deh hemat comfort hoki aja liat maxim iya murah nomor diskon tarik segitu
Rini Dara,1,"Aplikasi bodoh, tidak ada yang mau ambil goride, driver bodoh",2024-12-09 13:14:44,0,NEGATIF,aplikasi bodoh ambil goride driver bodoh
Iyan Fedri,2,"Padahal sudh pesan goride dan sudah terkonfirmasi oleh pengguna goride, namun malah kembali / pindah pengguna ke goride lain nya. Jadi secara tidak sengaja saya pesan 2 goride sekaligus, mohon klarifikasi min. Ini gmn yah ko bisa begini, ??",2024-12-09 10:14:33,0,NEGATIF,sudh pesan goride konfirmasi guna goride pindah guna goride nya sengaja pesan goride mohon klarifikasi min yah ko
Mismayanti Firdausy,1,"Kalau ada bintang setengah, udah ngasih bintang setengah. Rutenya sinting, dibikin jauh muter-muter. Kemarin goride, sekarang go bluebird. Ngasih rute yang bener dong, buang-buang waktu sama duit konsumen aja!!!!",2024-12-09 08:35:53,0,NEGATIF,bintang bintang rute sinting bikin muter muter kemarin goride go bluebird rute buang buang uang konsumen aja
ary saputra,1,Titik melenceng trus.alamat tersimpan melenceng.kasihan drivernya.gosend melenceng.go ride melenceng.gocar melenceng.alamat tersimpan semua padahal.taik,2024-12-07 15:47:15,0,NEGATIF,titik lenceng trus alamat simpan lenceng kasihan drivernya gosend lenceng go ride lenceng gocar lenceng alamat simpan taik
Vermak levis Alisya,5,Saya suka pakai gojek.tapi di Sukatani utk goride kenapa tidak terjangkau yaa..,2024-12-07 14:57:28,1,POSITIF,suka pakai gojek sukatani goride jangkau yaa
Roslaini Zain,1,"Sudah 3 hari saya cek mau pesan goride ke kampus, pas liat rutenya aneh banget diputerin jauh, harga jadi 2 kali lipat rute normal. Saya jadi ngga bisa pakai gojek tiap ke kampus. Biasanya nggak kayak gini. Mohon diperbaiki",2024-12-06 08:34:15,0,NEGATIF,cek pesan goride kampus pas lihat rute aneh banget diputerin harga kali lipat rute normal pakai gojek kampus kayak gin mohon baik
Eka Wiranti,1,mau di rating kan? NOH BINTANG 1! setiap urgent perlu gocar/goride SELALU SELALU DAN SELALU GAK BISA! DRIVER NGE CANCEL SEENAKNYA! PADAHAL UDH SEPAKAT BAKAL DITUNGGU TIBA2 CANCEL!! APAAN BGT.,2024-12-05 12:16:00,0,NEGATIF,rating noh bintang urgent gocargoride driver nge batal sepakat tunggu cancel bgt
Regian Febriana,2,"goride nya ngebug padahal ada jalur lurus doang tapi di rute apknya disuruh muter"" yg bikin tarifnya mahal",2024-12-05 10:50:39,0,NEGATIF,goride nya ngebug jalur lurus rute apknya suruh muter bikin tarif mahal
Dmaria 87,3,"Mohon perbaiki drivernya..masak kalau hujan gak mau narik go ride nya...sampai hampir 1 jam pesan gak di peduliin,sekali dapet langsung di cancel sama driver Gak profesional banget Tempatku gak bisa mobil masuk makanya pesennya go ride",2024-12-04 18:43:38,0,NEGATIF,mohon baik drivernya masak hujan narik go ride nya jam pesan peduliin langsung batal driver profesional banget tempat mobil masuk sen go ride
Putriannisatrihapseri 29,1,"aku slalu pesen goride comfort yg motor nya besar, ehh pas dateng motor nya kecil, udh byr lebih mahal tapi malah gitu, di apk motor nya nmax ehh dtng nyaa motor mio, masa gitu tolong di perbaki yaa, gk mau rugi bgt itu orang nyaa",2024-12-04 12:08:24,1,POSITIF,slalu pesan goride comfort motor nya ehh pas motor nya bayar mahal gitu apk motor nya nmax ehh dtng nyaa motor mio baki yaa rugi banget orang nyaa
shafa Nur Zuleika,4,baru mencet goride masa langsung ke pesan? apk error belum mencet mau kemana udah kepesan,2024-12-04 06:39:15,0,NEGATIF,mencet goride langsung pesan apk error mencet pes
Ayu Januari Ariyani,1,"Hari ini pesen goride, drivernya ngeselin banget.. 2 driver minta dibatalin alesannya kejauhan.. Padahal kalo dilihat dari map, posisi driver masih wajar.. Makin kesini driver goride aneh-aneh.. Uda dapet drivernya lama, sekalinya dapet driver model kayak gitu",2024-12-02 19:23:29,0,NEGATIF,pesan goride drivernya ngeselin banget driver dibatalin alesannya jauh map posisi driver wajar kesini driver goride aneh aneh drivernya sekali driver model kayak
Clara Ayudya,1,"MENGECEWAKAN! Saya pelanggan gojek sudah bertahun2, baru kali ini saya kecewa. Gofood goride gocar makin mahal, saya masih pake. Mau komplain langsung tidak ada tempat kritik dan saran di aplikasinya!",2024-12-02 19:20:15,0,NEGATIF,kecewa langgan gojek tahun kali kecewa gofood goride gocar mahal pake komplain langsung kritik saran aplikasi
Muhammad Pribahasa,2,"biaya pelayanan mohon di kurangi untuk gofood. masa 2,3km 18ribu, di atas 5km 36ribu yang benar saja ini gofood bukan goride.",2024-12-01 05:59:53,0,NEGATIF,biaya layan mohon kurang gofood km ribu km ribu gofood goride
Mufida Jannur Daulay,2,Goride nggak ada promo ya Apasih kode prominyab,2024-01-29 09:58:34,0,NEGATIF,goride promo iya sih kode prominyab
Fafa Farikha,5,Kirim barang : go send Anter anter : go ride Pergi jauhan : go car Makan cepet : go food Semuuaaaa gojek-in ajaaa,2024-01-28 11:59:53,1,POSITIF,kirim barang go send go ride pergi jauh go car makan cepat go food semuua gojek in aja
Nicholas Jose Pardamean,4,Sering sering kasih promo go ride min,2024-01-27 13:26:32,1,POSITIF,kasih promo go ride min
Pengguna Google,1,"saya baru saja memasukkan promo ""GORIDEAJA"" dan disitu tertulis kalau voucher saya dapat digunakan, dan ketika sy membuka halaman voucher, tidak ada voucher goride yg muncul",2024-01-27 11:38:29,0,NEGATIF,masuk promo gorideaja situ tulis voucher buka halaman voucher voucher goride muncul
Tri Viyani,5,Saya mau nya voucher go ride bukan go food😋,2024-01-23 08:05:30,1,POSITIF,nya voucher go ride go food
Ario Putrasani,5,Promo goride tambahin,2024-01-17 23:06:00,1,POSITIF,promo goride tambahin
Jingga Alsya Damayanti,2,"kami pelajar, turunkan tarif go ride!!!!!!!!! kami kaum missqueen",2024-01-17 21:18:43,0,NEGATIF,ajar turun tarif go ride kaum missqueen
Dwieqty Qty,4,Sy beri bintang 4 dl karna setiap hujan masih kesulitan mencari drivernya (go ride) padahal sangat dibutuhkan bahkan kadang ditunggu sampai 2 jam lebih masih belum jg dapat ... Untuk sikap ato attitude driver Alhamdulillah kebanyakan bertemu dg yg baik2 👍,2024-01-17 16:48:21,1,POSITIF,bintang hujan sulit cari drivernya go ride butuh kadang tunggu jam sikap attitude driver alhamdulillah banyak temu
Laila Adhiyyah,3,"go ride oke, go food perlu d tinjau lagi resto yg udah tutup",2024-01-12 14:55:02,0,NEGATIF,go ride oke go food tinjau resto tutup
