userName,review_text,score,sentiment,label,date
Komala Sari,Mau pesen goride nunggu nya ampe 1 jam lebih,1,Negative,0,2024-05-06 06:26:29
Affan Waladi,"Gojek kenapa? pesen goride aja 30 menit gak daper driver, padahal banyak driver di sekitar. Pantes mau bangkrut.",1,Negative,0,2024-05-05 17:36:14
Linamalik,Saya pernah naik Go-Jek goride dari maxi swalayan manggar tujuan pondok asri,5,Neutral,0,2024-05-05 11:46:53
Citrawati Setiawan,Percuma kasih voucher discount.... Kalo dipake gocar/GO-RIDE ga ada yg mau ambil order.. Selalu minta d batalkan.. Alasan sdh drumah lupa matikan aplikasi... Posisi terlalu jauh bah kan penjemputan 6 menit pun ga d ambil.... Lebih baik ga ush ada diskon,2,Negative,0,2024-05-04 18:04:18
Go Ber,"Katanya mitra/partner tapi driver di paksa harus narik goride,klo nolak atau cancel pihak goto gojek langsung kunci orderan driver, sehingga 1X24 jam gak di kasih orderan, nyalain gofood sama send ga ada yang masuk kecuali hujan deras bgt baru orderan food masuk, bawa goride /penumpang padahal bayarnya mahal tapi masuk ke driver gila bener potongannya, pihak gojek memotong sepihak, sesukanya hampir 50%padahal pemerintah udh menetapkan potongan ke driver 15%, sekarang gojek licik,culas curang,.",1,Negative,0,2024-05-04 12:32:31
Muhammad Handhika Permana,"Aplikasinya sebenarnya bagus tapi pengemudinya banyak yg ugal-ugalan, saya 2x hampir kecelakaan gara2 pengemudinya yg ugal-ugalan. Tolong gojek mungkin bisa di kasih sosialisasi terhadap para pengemudinya (goride khususnya) yg ugal-ugalan saat menghantarkan penumpangnya. Terima kasih, sukses selalu gojek",2,Negative,0,2024-05-02 18:15:09
Retno Sekar sari,"Saya selalu pakai Goride dan Gocar bila bepergian dekat maupun jauh. Saat sy membutuhkan dgn tiba-tiba waktunya, sy bisa dgn mudah mendapatkan Goride maupun Gocar. Sy senang dgn pelayanan jasa ini. Sy berharap Kualitas Bagus ini dipertahankan dan ditingkatkan terus sesuai dgn kemajuan teknologi dan kebutuhan pelanggan Go-Jek. Trima kasih banyak ya..utk semuanya...🙏",5,Positive,1,2024-05-02 16:17:17
Sean Kevin,udah up ke gopay plus saya pikir bakal dapet voucher goride biar murah taunya gabisa dipakai gimana ini ?,3,Negative,0,2024-05-01 10:44:06
Prakasa 91,Perbanyak lagi voucher goride gofood nya,5,Positive,1,2024-05-01 07:18:51
windhy tisna,Untuk gopay sih oke2 aja nga ada masalah Tapi setiap aku pesen gocar tujuan ke rumah sakit (rs) selalu susah.. Begitu dapat ee.. Drivernya minta cancel.. Pake akun suami pake goride juga sama.. Mending tujuan rs dihilangkan deh daripada kita berharap..,3,Negative,0,2024-04-30 12:37:26
Eko Purwantono,Tolong radius driver di tambah setiap pesan goride di luar jangkauan.bedakan jg itu goride hemat dg goride reguler knp waktu tunggu nya sama.,1,Negative,0,2024-04-30 09:39:05
Fadilatus Sukriyah,"Sediakan versi lite nya dong. buat goride & gocar doang... Ukuran aplikasinya jangan terlalu besarlah,...",3,Negative,0,2024-04-30 00:04:29
Rizky Kurniansyah,"Mesen goride dapet driver jauh-jauh mulu, padahal driver terdekat ada, mesen goride mau nya biar lebih cepet malah makin lama karena nunggu driver yang posisinya jauh, mending pindah ke aplikasi ijo satunya kalo gini terus",1,Negative,0,2024-04-29 18:05:09
Koko Minako,Mantap gofood nya ... goride ny harus lebih murah ... biar angkutan kemitraan masyarakat menjadi lebih maju dan ramai peminat,5,Mixed,1,2024-04-29 06:58:40
Choco Chips,"Sy juga driver go ride min. Sangat disayangkan kalau orderan dibuat susah sekarang dan malah bensin 2x pengeluaran akhirnya saya akali beli cuman 5rb supaya ga rugi sejak system yg paling terdekat diterapkan. Sejak system goride yg sangat terdekat diterapkan otomatis pendapatan kita berkurang drastis, kita sebagai costumer gojek juga tidak bisa membantu orderan seperti biasanya bahkan belanja di tokopedia. Semoga system update terbaru pendapatan kita kembali konsisten diatas 200 lagi amin",5,Negative,0,2024-04-28 20:55:48
Jalaludin,"Saya suka pake jasa goride/gocar. Seneng aja denger curhatan mereka, cerita mereka, keluh kesah mereka. Cerita sedih, cerita bahagia semuanya saya rangkum jadi motivasi buat diri sendiri 👍👍",4,Positive,1,2024-04-28 07:53:24
muhamad arlin,Abis di update malah ga bisa dipakai goride dan gocarnya 😪😪😪,3,Negative,0,2024-04-27 21:05:06
Abdul Jalil,"Mohon diperbaiki, saya tidak bisa mengubah metode pembayaran dari tunai ke gopay saat setelah order goride",4,Negative,0,2024-04-27 19:56:38
Reyhan Alifya,"Untuk saat ini saya hanya pakai gofood saja dan jarang menggunakan goride/Gocar karena masih trauma dengan cara mereka mengendarai kendaraan dan sempat membuat saya celaka. Masukan saja, lebih banyak promo Gofood dan Voucher Gratis ongkir/potongan ongkir seperti driver Oren.",4,Negative,0,2024-04-26 14:37:39
Mira Chu1997,"app nya suka ngelag, pesen gocar g dpt2, pas udah beralih ke goride malah tetep diterusin gocar nya.. malah bikin rugi uang n ngganggu banget krn driver gocar telpon trs",1,Negative,0,2024-04-25 21:59:52
siska widya,"Pada 17 mei jam 6.11 am, saya order goride pembayaran gopay gagal dua kali, tapi saldo gopay berkurang dan belum kembali sampai sekarang, wkkwkwkwkwk tapi pas pakai pembayaran tunai bisa, gatau bug atau apa di sistem tapi itu bener bener merugikan",1,Negative,0,2024-04-25 21:50:38
Noor Aida,"PARAH !!!! Ga punya etika bgt main BLOKIR. apk ini saya pakai buat mesen GORIDE, GOCAR, GOFOOD...knp malah tiba2 di BLOKIR?? Mikir dongg... Sdh bunga naik, tpi masih dipakai..eh tau2 main BLOKIR. ga ada ADAB nya *Ps: sdh saya kirim email ke alamat yg disuruh itu TAPI MASIH DALAM ANTREAN. yg responnya cepat kemana lapornya .. pengalaman klo email DALAM ANTREAN gtu ujung²nya mlh tidak terkirim",1,Negative,0,2024-04-25 14:27:45
mira septiani,Kemarin siang masih bisa pesan goride pake gopaylater tp pas malam tiba-tiba di gopaylater di blokir. Padahal tagihan belum jatuh tempo dan limit masih sangat sangat banyak. Sudah laporan tapi belum di tanggapi. Kecewa,1,Negative,0,2024-04-24 23:41:37
Tya Napt,"Awalnya aku top up gopay 10rb buat pesan goride pake voucher gak bisa padahal harganya di bawah 10rb trus aku nyoba goride yang harganya lebih di atasnya aku top up lagi 10rb eh malah gak masukk di gopay trus di pake voucher masih gak bisa karna saldo harusnya 20rb masih tetep 10rb trus aku top up lagi 20rb, masuklah jadi 30rb, 10rb ku manaa woyyy, harusnya total 40rb, trus aku buat pesen goride masih gak bisa tulisan nya ada masalah tapi saldo ku kurang anjayyy yang bener ajaa",1,Negative,0,2024-04-24 19:30:12
Sella Yonita,Gembel .gofood skrng vocer banyak tapi gabisa pake cash atau gopay. mana vocer goride eror mulu wkwk,1,Negative,0,2024-04-22 12:57:38
Amelia Setyawati,"Aplikasinya masih membantu sebenernya buat kehidupan saya ya. Cuma entah nih ya, ada apa yg terjadi diantara driver & pihak manajemennya gojek. Driver sering minta cancel. Dan sering bgt terjadi waktu saya & teman2 saya pesen goride/gocar, abangnya selalu menanyakan harga yg tertera di aplikasi kami dan tidak jarang yang saya dengarkan sepanjang jalan pun, hanya keluhan mereka mengenai perbedaan harga tersebut, dan saya alami lagi tadi pagi. Mohon pihak Gojek untuk segera memperbaikinya ya🙏",2,Negative,0,2024-04-22 07:18:58
Siti Armanda Islamiyah,"Makin kesini makin jelek, pelayanan cs nya lama banget, reedem voucher goride tapi ga bisa dipakai",1,Negative,0,2024-04-21 23:09:24
Mochamad Gunadi,"Kpd GOJEK YTH, saya hanya ingin memberikan saran, bahwasannya terkait pemesanan goride dan gocar, khususnya goride tolong lebih bijaksana lgi dalam memilih driver yang benar2 ingin menjadi driver, saya sudah 30 menit menunggu tidak ada yg mau menjemput saya dan membrikan alasan inilah itulah, smpai2 saya telat keberangkatan travel dan akhirnya saya harus bayar tiket 2x blm lg biaya gojeknya, bukan hanya sekedar uang yang rugi tapi waktu saya juga rugi, Trm ksh.",2,Negative,0,2024-04-21 20:09:28
Rasyid,"Good, banyakin promo goride comfort ya 😄",5,Positive,1,2024-04-21 20:09:15
Pras Tiyoe,Promo goride berhasil di redeem tpi tdk ada di halaman promo percuma ga bisa di pake promonya....,2,Negative,0,2024-04-21 17:56:31
Nova Hangoluan Saputra Manurung,"Buat hidup lebih mudah, mau pergi pake Goride Gocar, mau makan tanpa repot keluar pake Gofood",5,Positive,1,2024-04-21 17:08:38
rima fatmawati16,"Setiap pesan goride atau gofood dapat terus yang jauh Padahal saya buru buru, di cancel kasian mas ojolnya udah lewatin lampu merah Tapi posisi saya buru buru juga Jadi serba salah Pesan gofood mencari driver sampai stengah jam Begitu dapat driver , ojolnya sekitar 2km ke resto Begitu tiba diresto ,ojolnya nunggu lagi soalnya resto nunggu ojol dateng Parah banget itu resto, saat mencari driver resto nya coba untuk masak , biar pas ojol dateng tinggal ngambil Pengen makan nunggu 1jam lebihan",1,Negative,0,2024-04-21 15:54:43
Abdul Havid,"Kenapa rute yang diambil pas goride selalu rute yang terjauh ya?, costumer juga bisa milih rute dong. Sama estemasi waktu gofoodnya kacau. Ga ada perbaikan",1,Negative,0,2024-04-21 03:25:50
10 Karina Erwin,"Kirain kalo langganan gojek plus itu potongannya beneran 8 ribu buat goride, ternyata cuman potongan 2 ribu anjirlah",1,Negative,0,2024-04-20 10:30:34
Fahri Rachman,GORIDE MAKIN SINI MAKIN NGACO. DAPET DRIVER SELALU JAUH PADAHAL BUKAN JAM SIBUK,1,Negative,0,2024-04-18 11:33:21
Fahru Ve,"Sering banget pake Goride, tapi ga pernah dapet coin!!!",2,Negative,0,2024-04-17 19:04:06
siti ramadhani,"Gojek selalu memberikan yang terbaik untuk pengguna nya Dari gofood nya, goride nya Semuanya memuaskan pelayanan nya.",5,Positive,1,2024-04-17 15:04:17
Tyrant XD,"Banyak sekali driver goride yang menerima pesanan tetapi si driver masih melakukan aktivitasnya sendiri, saya yang sudah siap jadi harus tetap menunggu lama,yang di aplikasinya 3 menit dikarenakan hal tersebut bisa jadi lebih lama",4,Negative,0,2024-04-17 13:25:06
Duval Thalib,"Udah gabisa lagi pesan tiket KRL langsung lewat GoTransit. Harus banget masukin alamat stasiunnya baru bisa beli tiket KRLnya. Eh giliran stasiunnya deket malah gabisa beli tiketnya sama sekali, dipaksa pake GoRide. Betulin tolong, buang-buang duit buang-buang waktu namanya.",1,Negative,0,2024-04-16 20:33:36
Yaqub Maulana Yusup,Goride hemat jangan di pakai uy Kasihan driver Lo mau murah jalan kaki kalau gak pakai angkot,1,Negative,0,2024-08-30 21:40:32
asep septian,DI APK GORIDE 1-4MENIT DARI UJUNG MANIK KE KAWUNG. PESEN DARI JM 4 SORE KURANG GAK ADA YANG AMBIL ORDERAN. TOLONG LAH... KAMI PESEN 2 GORIDE PADAHAL.MASA DITOLAK MULU.,1,Negative,0,2024-08-29 13:41:11
Sheva Ferdian,Tolong beri tahu notifikasi kalau pesan goride itu dapet driver jauh itu karena driver pilihan. Kami sebagai driver bila mendapat customer jauh penjemputannya selalu dicancel,5,Negative,0,2024-08-29 10:31:21
DEMEN MEGENDING -DM,"sekarang sistem gojek hancur,apl b*s*k,setiap order driver'a selalu lama,krna jarak driver terlalu jauh entah itu food,goride,gosend",1,Negative,0,2024-08-29 00:19:56
Silke Syahidah,"Please gojek kembaliin fitur GoRide Instan dong biar bisa pesen gojek langsung di depan driver biar ga pake lama nunggu kadang suka dapet driver yg jauh kena macet, berangkat jadi terhambat. FITUR GORIDE INSTAN PLEASEE",1,Negative,0,2024-08-28 21:13:47
James Rionando,Mau bayar tagihan gopay later tp aplikasi gangguan melulu..mo order goride gocar juga sring gk ada driver tulisannya pdhl driver nya bnyak trlihat diaplikasi...gojek mkin buruk skrg aplikasinya kyknya uda gk tau diperbaiki dg cepet....,1,Negative,0,2024-08-28 21:11:59
Nirvana Diva,"Gatau kenapa gocarnya sekarang sering cancel/susah banget dapet driver yg deket, pokoknya sulit baget buat pesan gocar, beda sama goridenya",1,Negative,0,2024-08-28 18:47:21
M.Rafli alvino,"Kadang Kalo Hujan Gada Driver Go-ride Yang Mau Ambil Pesanan,Padahal hujan nya udah redah,Terpaksa Harus nunggu lama",3,Negative,0,2024-08-26 16:05:09
Iyet Sumiyeti,selalu ada promo potongan harga ongkos goride jd lbh hemat,5,Positive,1,2024-08-25 23:25:29
Ritaadriati Phone,"Payah gojek sekarang, pesan goride mau nunggu sampai 10 menit, jemputnya jauh",1,Negative,0,2024-08-25 22:44:05
Chus Nul,GORIDE KNP SKG SUKA JADI LAMA SIH DAPETIN DRIVERNYA. PERJALANAN 12MENIT KE DESTINASI TP DAPETIN GOJEKNYA 7MENIT . MANA JARAK LOKASI DPTIN DRIVERNYA JUGA JAUH BANGETTT,3,Negative,0,2024-08-23 08:38:45
Asril Asyiddiq,"Bintang satu dulu ya soalnya goride untuk daerah Aceh Tamiang, Kualasimpang gk ada goride satupun yg ada pdhal ada, uda saya coba2 berulang ulang tetap gk ada.",1,Negative,0,2024-08-22 13:57:49
Wari Al Bluesy,"Kemarin tgl 26 April 2024 saya order goride, lama datang'y & kata'y ga sesuai titik jadi nyasar. Tiba² apk restart s'diri & dicarikan driver baru, driver tiba, saya dijemput & antar ke tujuan. Slesai? Tidak. Tiba² datang pesan dari driver yg barusan antar, saya anggap ini delay aja. Datang lagi info dari teman kata'y saya order goride, driver udah nunggu saya ga ada ditempat. Kata driver itu saya suruh cancel aja. Nah, saya bingung bgmna cara cancel'y? Di apk saya ga ada aktifitas pesan apapun.",1,Negative,0,2024-08-22 05:30:48
afix ar,"Terimakasih amat membantu di saat kita urgent, mulai gofood bahkan GO-RIDE",5,Positive,1,2024-08-22 01:04:46
Aghniya Erytama,Sistem goride transit parah dikasih ke stasiun yang jauh ditambah sikap driver yang mau enaknya sendiri udah 2 kali order alasan hujan dan ban bocor nyuruh cancel sendiri,1,Negative,0,2024-08-21 19:17:11
Ai Syaidah,Hujan pdahal udah reda.. susah banget cari driver gocar dan goride padhal di maps banyak banget..sekali dapet nya gocar hemat mintand cancel karena ke driver mask nya dikit. Trus ngapain di adain di aplikasi kalau ga mau pada nerima mah aneh.. Kebanyakan driver offline bersergam gojek..jadi online pada di abaikan.,1,Negative,0,2024-08-21 10:30:37
Dian Mutiara,Plis tambahin fitur goride beda kota jangan gofood doang,3,Positive,1,2024-08-21 08:25:17
Sumi Yati,"Pellit medit banget yang bayar pake gopay naik goride mau drivernya nganter hujan hujanan , jemput jauh sekarang ga ada tips nya padahal bonus tidak ada, seharusnya paham pengertian lah trus kalau mau kasih tips jangan lihat muda atau tua nya , setidaknya kasih tips buat driver , ingat naik gojek pangkalan lebih mahal. Anda paham!!",5,Negative,0,2024-08-21 00:17:59
Farrell Alvaro,"Aplikasi ini sangat bagus, banyak diskon untuk goride,gocar dan yang lainnya, tapi kadang² pesan gocar sering di cancel sama driver dan susah dapat drivernya",5,Mixed,1,2024-08-20 15:53:44
Fio na,"buruk. saya memesan goride dengan harga 7.500 tetapi tidak ada yang menerima. saat saya memesan gofood 28.500 langsung ad ayang menerima. sungguh menyebalkan, apa karena bayarannya sedikit? padahal itu diskon yang diberikan aplikasi. sudah beberapa kali saya memesan tetapi tidak ada yang menerima. sebenarnya niat bekerja tidak sih? sangat kecewa",1,Negative,0,2024-08-20 15:23:00
Yogi Setiawan,App sering error mau pesan gotransit mirip seperti goride,2,Negative,0,2024-08-19 10:55:27
Nurrin Fadilla R,"Saya sudah cukup lama pakai GoJek & cukup sering beli makanan pakai GoFood. Pengalaman terakhir saya ketika mau balik dari mudik mau pesen GoCar ke stasiun susah bgt dapet drivernya, sekalinya dapet minta tambahan tip nya smp 100% dari harga di aplikasi. Akhirnya saya coba pesan GoRide, awalnya saya bisa pesan untuk suami saya, tetapi saya tidak bisa memesan GoRide lagi & harus nunggu GoRide sebelumnya sampai tujuan. Akhirnya saya terlambat & ketinggalan kereta.",2,Negative,0,2024-08-19 10:34:40
William Daniel fendian,GO-RIDE nya ga ada yg mau ngambil saya dah nunggu sejam lebih,1,Negative,0,2024-08-19 07:43:45
Faza Fauzan Azhima,"nunggu sampe sejam goride, tapi tulisannya sibuk terus. ini emg beneran pd sibuk gojek ny atau emg aplikasi nya lagi error???",1,Negative,0,2024-08-19 05:20:20
Edy Notomiharjo,"Tolong diaplikasi goride dikasih pemberitahuan jika pemesan sudah bener2 memberi alamat tujuan,krn sering terjadi pemesan terbalik memberi alamat jemput ke tujuan...trm ksh",5,Neutral,0,2024-08-18 09:22:17
New VenomReborn,"Gk guna goride sama gocar giliran hujan gk ada yg ambil pdhl butuh"" nya malah gk guna",1,Negative,0,2024-08-17 07:19:06
Any,"Naik gocar murah naik GO-RIDE mahal ongkosnya, semakin eror aja aplikasi ini, order GO-RIDE susah dapat driver order gocar driver gak mau ambil krn ongkos murah...dgn adanya ongkos gak manusiawi kedua belah pihak rugi driver cstmer sama2 pusing",1,Negative,0,2024-08-16 13:44:32
Slu admincc,"Kenapa skrg susah ya pesen Gojek ( Goride / Gocar sama aja ) ?, saya buka 2 aplikasi pakai indrive malah cpt bgt, bukan ada peningkatan kok jadi malah kemunduran , sori ini udate review jujur ya, kalau nggak gojek bakal ketinggalan ma yg lain",1,Negative,0,2024-08-16 07:38:24
Surya Hariyanto,"Pesan goride dapet yang jauh terus, padahal yang deket ada , buang-buang waktu aja ,perbaiki lagi sistemnya .",2,Negative,0,2024-08-15 10:25:57
RE JIH,"Kenapa saya isi gopay tidak bisa, pesen goride juga bisa tlg bantuannya terima kasih",5,Negative,0,2024-08-14 06:40:59
Yulianto Wibowo,"pesen goride posisi driver Deket ga mau pada ngambil, di kasihnya yang jaraknya jauh semuanya, sbagian di cancel sama drivernya.",2,Negative,0,2024-08-13 16:27:07
Radhitya Sri Winardi,"aku sering pake go-ride ketimbang go-car, kasih diskon go-ride nya lebih banyakin dong min😋😋",5,Positive,1,2024-08-12 17:28:36
AAK Caem,"Awal mula aplikasi ini yg terbaik mnurut sya, Tapi lama"" kok semakin mahal tarifnya Tarif ( goride ) mahal banget skg ! Sya pengguna ( goride ) yang hampir setiap hari, jadi berpaling ke aplikasi sebelah. Mohon diperbaiki !!",1,Negative,0,2024-08-11 07:03:05
Nana Rustana,Selalu susah dapat driver kalau pesan goride apalagi gofood pedahal pesan jam 7 malam,1,Negative,0,2024-08-10 16:40:13
Shella madelyn,"sebenarnya gojek ini sudah bagus banget dan lengkap juga, tapi kenapa saya baru kasih nilai sekarang dan saya kasih bintang 4? karena saya mau bener² coba aplikasi nya dan kesimpulan nya adalah aplikasi ini udah bagus banget tapi minus nya cuman 1, yaitu nungguin driver nya lamaaaaa bangetttt astagaaa. tolong buat gojek nya yaaa. saya mau pesen makan nya lama banget nungguin nya udah keburu laper, terus nungguin driver goride dan gocar nya juga lama, tolong di benerin lagi yaa min🙏🏻💗",4,Negative,0,2024-08-10 14:59:52
SEMESTA BALI TOUR & EVENT PLANNER,"Padahal pakai aplikasi ini udah lama.. tiba2 hari ini bingung, pas check goride harganya dari 40rb naik jadi 50rb.. eh iseng buka grab cuman bayar 33rb 😊",1,Negative,0,2024-08-10 11:14:27
yeri purnomo,"Heran sama driver Go-Jek, padahal ongkos tarif goride lebih mahal dari aplikasi lain, tapi kenapa banyak yang ogah-ogahan pas gua coba ke aplikasi sebelah malah berebut ambil orderan padahal tarif aplikasi sebelah lebih murah.",1,Negative,0,2024-08-08 10:53:47
andreas steffanus,Kasih banyak promo diskon goride dong hehe,5,Positive,1,2024-08-07 21:02:57
Hanafi Ihsan,"Kacau setiap pesen gocar atau goride susahnya naudzubillah udh gitu sekalinya dpt jauhnya ga kira² eh baru² ini udh laper bgt smp pesen gofood jg ga ada yg ngambil gila parah kacau, gojek tolong lebih bisa menseleksi mana yg niat mama yg milih², kecewa berat saya",1,Negative,0,2024-08-06 08:58:37
crabbie pattiez',"aplikasi terbaik yg bantu banyak kerjaan. mulai dari goride-gocar yg bisa antar kemana aja, trus gosend yg antar barang secepat mungkin, gomart yg belanjain kebutuhan sehari"" dan yg paling berjasa tu gofood. saran aja yaa mungkin bisa dibikin label halal/non halal dalam pembelian makanan, soalnya kadang gasengaja beli makanan di tempat nonhalal walaupun mereka no pork no lard. thank u :))",5,Positive,1,2024-08-06 00:23:51
tika rahmi,saya langganan pake gojek kalau mau pigi bekerja naik goride.. jadi menurud saya drivenya ramah2 semoga ditingkatkan lagi..,5,Positive,1,2024-08-04 22:01:18
Adisty Yusup,"Padahal layanan gofood dan goride-nya oke lah, cuma untuk gocar-nya kalo bisa kasih bintang minus ku kasih -9/10. Mengecewakan banget. Masalahnya bukan sekali dua kali. Udah terlalu sering kecewa dengan driver gocar",1,Negative,0,2024-08-04 14:44:28
Ahmad NurArfani,Untuk goride gocar dll bagus nyaman dan aman tetapi untuk gofood tolong pelayanannya dipercepat terutama tentang estimasi waktu makanan sampai yang diberikan karena terlalu lama jadi terkadang membuat selera makan jadi hilang. Masa di waktu estimasi yang diberikan 15-25menit tetapi saya nunggu udah 1jam dan waktu estimasi belum berubah masih di 15-25menit padahal apk Gojek terbaru ( tolong diperbaiki lagi tentang gofoodnya ),3,Negative,0,2024-08-03 17:34:28
Dona Ayu Dehaz,"setiap pesan goride, gofood dll selaluuuuuuu lama dapet drivernya!! padahal di jalan yg pakai atribut gojek banyak sekali",1,Negative,0,2024-08-03 13:39:02
Arief Permana,"Gojek skrng susah klo di butuhkan,,, saya dri kemaren mau cba pesan goride dan gocar susah banget... Menurut saya ini pelayanan yg kurang baik sih untuk pengguna... Terimakasih",2,Negative,0,2024-08-03 11:49:53
Noer Putri Sari Hiram,"Aplikasi yg sangat buruk....saya order gocar,goride hampir 2jam tdk dpt driver sedangkan titik driver banyak 👎🏻👎🏻",1,Negative,0,2024-08-03 11:41:38
Khoirul Yuda,"Makin kesini susah dapat driver, goride maupun gocar.",1,Negative,0,2024-08-02 22:49:03
gee rii,Ga pake go-ride hemat aja dikasih driver yang jauh mulu. Kalo gitu gausa dibedain. Makin sering pake juga promonya makin kecil. Ini mau mempertahankan customer ga sih?,1,Negative,0,2024-08-02 17:59:26
Musician,"Biaya perjalanannya terlalu mahal, kalau mau gojek rame seperti dulu maka turunkan hargamu gak peduli dengan sangkut paut totalan saham kalian. Pelanggan cuma mau harga wajar. Kompetitor lain berani lebih murah alhasil lebih rame. Dampak ongkir yg terlalu mahal kau tengok driver goride gocar sekarang pada nganggur, sehari cuma dapet 3-5 orderan nunggunya setengah mati. Kalian sama saja menyiksa mitramu sendiri",1,Negative,0,2024-08-01 18:31:11
KnockMan Knock,"Di update malah makin gk jelas! Pesen goride gk ada satupun yg nyangkut padahal di map rame Pesen gofood driver muter"" padahal udah di foto depan rumah,jalan, sampek nama juga gk sampek sampek Driver sama profil beda orang !",1,Negative,0,2024-07-31 08:15:18
Cleopatra Siti Fatimah,"Gojek skrg kenapa gak kayak dulu ya, cari goride aja susah banget, giliran udah dapat drive nya, eh malah jauh banget, mohon pelayanan bisa kembali lagi gak seperti dulu🙏",3,Negative,0,2024-07-31 07:49:14
Danker Boys,"Jujur gue kecewa sama driver sekarang,saya baru pertama kali download gojek dan saya dapat voucher diskon 9/10rb..saya pesan goride dan saya lihat di maps tuh banyak banget drivernya,tpi kenapa kok gk mau di order kan sombong toh.jujur saya kecewa banget lebih baik aplikasi sebelah udah murah dan meskipun tampilannya agak jauh di bandingkan ini aplikasi.maaf sekian dan terimakasih.",1,Negative,0,2024-07-29 16:31:51
Lulu Kamila,"Saya pengguna gojek. gosend,gopay,goride,gocar,dll. Memuaskan:) Hanya saja sedikit kecewa dengan goride,kalau habis/sebelum hujan,cari driver yg mau pick up pasti susahnyaaaa ampun ampun. Beda sama driver gr*b,meskipun baru selesai/sedang hujan,pasti di pick up. Saya suka sekali dengan gojek,hanya itu saja kekecewaan nya",4,Negative,0,2024-07-29 08:27:38
Jaki Mubarok,"Ada yang sekongkol antara sesama driver Go-Jek, saya order goride pas driver datang langsung nanya nama dan alamat tujuan (nama saya dan tujuan saya disebut dengan benar oleh driver tersebut) namun setelah sampai driver tersebut bilang kalo dia offline (tidak pakai aplikasi) saya cek diaplikasi driver yang saya order mengirim foto bahwa dia sedang menunggu dititik jemput, sedangkan saya sudah sampai ditujuan. Dan driver yang mengantar saya meminta tarif 2x lipat dari tarif diaplikasi",1,Negative,0,2024-07-29 06:22:35
Bandung Utara_Muhammad Adam Setiawan_Modelling,"Kalo jaraknya jauh, driver banyak alasan dan cancel sepihak. Saya punya bukti chat katanya cari orderan goride,juga saya bayar 32 ribu cuman masuk ke drivernya cuman 22 ribu",2,Negative,0,2024-07-28 17:52:26
Adriani Djohan,Selalu dapat driver jauh2. Kalau pesen goride mau buru2 mau kerja bisa dipecat krn kelamaan! Apalagi kalo pesen Gosend. Bisa 15-20 menit jaraknya bisa 3-5 kilo. Ga kasihan sama drivernya apa?,1,Negative,0,2024-07-26 08:09:09
Ismi Ningrum,"Goride skrng susah bgt dapetnya heran , biasa cepet ini lama bgt",3,Negative,0,2024-07-26 07:35:52
Makay Grunch,"Dulu aplikasi ini bagus dan bisa di andalkan, setiap ngorder segala jenis layanan dapat driver yang terdekat, hujan atau macet nyari driver juga gampang dan maps juga akurat, tapi sekarang aplikasi ini layak di tinggalkan, karena setiap ngorder segala jenis layanan dpt drivernya jauh-jauh mulu,ok kalau untuk makanan atau barang dpt driver jauh ga masalah, tapi ini ngorder GO-RIDE ko dpt drivernya jauh, kita itu butuh cepat, apalagi kalo posisi kita buru2, apa iya harus nunggu dulu!",1,Negative,0,2024-07-25 10:58:42
Bedjo Milyhya,"pas belum topup gopay diskon nya ada bh buat goride, pas udah topup gopay diskon nya ilang, kelawakan aplikasi no urut 2 gini amat",1,Negative,0,2024-07-24 19:47:25
Glukosa,Untuk kali ini saya merasa kecewa sama aplikasi gojek. Saya pesen gorider. Aplikasi memilih driver yg lokasih nya jauh dari lokasi ku. Padahal banyak driver di dekatku yg mangkal. Terlebih aku harus menunggu sampai 40 menit untuk driver tiba. Mau batelin gak enak sama driver nya. Karena ini bukan sala driver nya. Ku harap segera di perbaiki.,1,Negative,0,2024-07-23 12:31:08
Thomas Saputra,"Bisa bisanya sih depan saya gojek driver 3 orang sibuk ketawa ngobrol liat liat hp order saya ga diambil ambil. Saya edit payah emang gojek bisa bisanya saya depan Indomaret mesen goride ga ada yg mau ambil, pas saya sebelahan sama driver lagi liatin hp. Besok saya ganti Grab aja ya payah kamu",1,Negative,0,2024-07-22 16:40:33
Cahya Siti Kamilah,"Tolong, saya jam 20.30 pesan goride tapi ga dapet dapet hingga larut, padahal di layar ada gambar motor banyak, bagaimana ini solusinya?",3,Negative,0,2024-07-22 02:42:10
Abisag Wijaya,"Drivernya banyak alesan, bilang ga bawa helm trs ngapain ambil pesenan goride saya????? Pas sy minta cancel aja dari dianya, gamau dianya mo ambil helm dulu, knapa ga mau cancel???? Takut poinnya turun???? Klo gitu ngapain ambil pesenan saya!!!! Mana ngajak ribut lagi!!!!! Kurang ajar!!!!!",1,Negative,0,2024-07-21 23:38:40
himatul ulya,Alhamdulillah kalo pas pake goride supirnya bagus2 dan sopan,5,Positive,1,2024-07-20 19:46:03
Rahma SalsaBila,"Bagus sih, sangat membantu TAPI ANJ*** MASA GK ADA PROMO BARU SIH BUAT GoRIDE SAMA GOFOOD, padahal gue sering, pelit najis langganan tu di kasih banyak promo bukanny enggak, yg ada kabur, apaa apaan godsent emng bisnkirim orng, GK tau lah gue emosi parah, mana voucher ala kadarnya kalo di kasih",3,Negative,0,2024-07-20 12:33:36
Kyt C7,Order goride susah bgt dapet driver kalau garimis di solo Gofood sekarang bisa 1 jam lebih makamana baru Dateng Dan kalau hujan malah gak dapat driver,1,Negative,0,2024-07-19 12:36:51
